username,content,date,country,replyCount,retweetCount,likeCount,url,inference,verified,followersCount,id
thtgrlalicia,excite to start my esthetician journey few more weeks and i will officially be take clients black_heart,2022-07-29 19:17:07+00:00,Mexico,0,0,1,https://twitter.com/thtgrlalicia/status/1553097307587072000,Neutral Sentiment,FALSE,4,077bf6b9
YourBruges,during a visit to a friend s i notice this grafenwohr,2022-04-09 05:57:46+00:00,France,0,0,0,https://twitter.com/YourBruges/status/1512671087984709636,Neutral Sentiment,FALSE,190,43aedf40
izabelazapp,early morning light sun by simon bull,2022-02-18 08:01:14+00:00,Switzerland,1,4,33,https://twitter.com/izabelazapp/status/1494582767174234142,Neutral Sentiment,FALSE,1279,3f7fa8ce
LasalaSpa,while hyaluronic acid boost serum be an obvious anti age powerhouse it be also a super hydrate,2022-08-14 19:01:14+00:00,Argentina,0,0,0,https://twitter.com/LasalaSpa/status/1558891515954470912,Positive Sentiment,FALSE,49,4c1215df
ancientbliss_,if you be feel bloat and have an upset stomach this be for you these contain 100 organic bladderwrack and irish sea moss they improve your digestion and also boost your energy smiling_face_with_heart eye,2022-08-30 22:00:56+00:00,Argentina,0,1,4,https://twitter.com/ancientbliss_/status/1564734941610405888,Positive Sentiment,FALSE,397,b9df3ac6
AshramEstore,multi mitt it open pore of the body the benefit of take bath while rub body with multi mitt be so much beneficial that cannot be achieve even by a per cent by take bath with soap,2022-08-22 13:35:46+00:00,Argentina,135,618,652,https://twitter.com/AshramEstore/status/1561708711227584514,Positive Sentiment,FALSE,9488,ef30e131
plumax_pvt,four_leaf_clover nutrainix apple cider vinegar check_mark_button backhand_index_pointing_right relieve digestion issue experience more energy watch your skin clear up and feel as your body denote with nutrainix act mummies high_voltage,2021-11-27 07:09:02+00:00,Argentina,0,1,2,https://twitter.com/plumax_pvt/status/1464491438813552646,Positive Sentiment,FALSE,15,0b64a41f
shinewithlisa,look after your skin specially your face be extremely important so what be your favorite do you want a foam wash or a cream cleaner thinking_face green_heart,2021-12-13 14:35:12+00:00,Argentina,0,0,0,https://twitter.com/shinewithlisa/status/1470401926445649931,Neutral Sentiment,FALSE,10,688394f6
LifeBerenice,a quiz that actually tell you what you need,2021-12-27 21:24:43+00:00,Argentina,0,0,0,https://twitter.com/LifeBerenice/status/1475578415575011329,Neutral Sentiment,FALSE,0,8369d1fa
NY_FacePlace,25 off on all ny face place and skinceuticals skin care products during december,2021-12-23 15:02:09+00:00,Argentina,0,0,0,https://twitter.com/NY_FacePlace/status/1474032586825605120,Neutral Sentiment,FALSE,38,7d48b328
GrampianClinic,be you use the correct cleaner for your skin type if not this be for you,2021-10-26 18:00:05+00:00,Argentina,0,0,0,https://twitter.com/GrampianClinic/status/1453058867013824518,Positive Sentiment,FALSE,1069,87d24168
frafrasnaturals,if you need to keep your essentials chill wind_face check out fra fra s mini sincere fridge i put all of my most use diy recipes in there but it can hold anything from makeup to sandwich,2021-10-11 16:26:58+00:00,Argentina,0,0,0,https://twitter.com/frafrasnaturals/status/1447599617718296579,Positive Sentiment,FALSE,54,b9a67b7c
CasherColette,10 off all this Santa_Class include and so why not give the gift of beauty amp spoil a love one with that that keep on give for more info backhand_index_pointing_right,2021-12-07 11:57:13+00:00,Argentina,0,0,1,https://twitter.com/CasherColette/status/1468187841125654530,Neutral Sentiment,FALSE,655,516a5026
TheDesignMogul,excite to share the latest addition to my shop 100 editable skin care label design,2021-10-02 16:40:47+00:00,Argentina,0,0,1,https://twitter.com/TheDesignMogul/status/1444341602558754822,Positive Sentiment,FALSE,125,118587ad
Anzovina,5 step demon retell makeup routine for when you want your face to be snatch but not your soul,2021-12-27 21:49:36+00:00,Argentina,0,0,6,https://twitter.com/Anzovina/status/1475584674319712259,Positive Sentiment,FALSE,9849,b43d3395
AlisonH53974298,have a friend in need of some r amp r red_heart treat them to these incredible body butter and mask duos for an all over fabulous feel smiling_face_with_hearts which one will you choose,2021-12-27 18:20:13+00:00,Argentina,0,0,0,https://twitter.com/AlisonH53974298/status/1475531983170289664,Neutral Sentiment,FALSE,10,f1d3e2a3
optiphi,when you exfoliate follow with a mask to provide an opportunity to hydrate the skin a little the classic refine foliage amp hydra term ha mosque combination for a once a week paper session,2021-12-20 07:00:38+00:00,Argentina,0,0,0,https://twitter.com/optiphi/status/1472824244132327426,Positive Sentiment,FALSE,1552,50262bec
ClarendonShops,pick up your favourite lip gloss from and take on the world which gloss be your go to kiss_mark gem_stone clear spark coral purple_heart bubblegum,2021-11-12 11:17:09+00:00,Argentina,0,0,0,https://twitter.com/ClarendonShops/status/1459118059977912321,Neutral Sentiment,FALSE,220,b1f06793
earthharborlife,spark common sincere mistake to avoid spark backhand_index_pointing_right not use the right morning cleaner backhand_index_pointing_right not remove makeup before go to bed backhand_index_pointing_right exfoliate too much backhand_index_pointing_right use super hot water,2021-12-27 18:36:19+00:00,Argentina,0,0,1,https://twitter.com/earthharborlife/status/1475536036168372224,Negative Sentiment,FALSE,483,1bb39767
ELLEINDIA,from skin care and make up have to fabulous fragrance everything new and excite from the beauty universe,2021-12-27 11:30:00+00:00,Argentina,0,0,0,https://twitter.com/ELLEINDIA/status/1475428748820373505,Positive Sentiment,TRUE,1244618,7b5ea07f
katieupton19,goal meet someday smiling_face_with_heart eye,2021-11-05 03:50:38+00:00,Argentina,0,0,1,https://twitter.com/katieupton19/status/1456468976930803713,Neutral Sentiment,FALSE,128,8b133847
Mahavircouture,makeup be a way for a woman to look and feel like herself only premier and more confident ma hairstyling,2021-11-23 08:12:55+00:00,Argentina,0,1,0,https://twitter.com/Mahavircouture/status/1463057964525260801,Positive Sentiment,FALSE,27,85a7c253
orchidsretreat,moisturisers should be skin type specific and use twice daily after cleanse even oily skin should moisture twice daily,2021-11-16 04:30:04+00:00,Argentina,0,0,0,https://twitter.com/orchidsretreat/status/1460465164696834058,Positive Sentiment,FALSE,669,e8bd3fe2
GsmMedical,take care of your skin because beauty be an investment follow for more tip,2021-11-16 11:00:36+00:00,Argentina,0,0,0,https://twitter.com/GsmMedical/status/1460563447595286528,Positive Sentiment,FALSE,4,7ca83d17
LizKang18,at all beauty supply we be focus on provide customer experience that will leave you wonder how you could have ever work with anyone else visit us today at 29100 plymouth road for more information,2021-12-07 19:01:25+00:00,Argentina,0,0,1,https://twitter.com/LizKang18/status/1468294595138179073,Neutral Sentiment,FALSE,9,1674ddfb
EverythingAHWP,waving_hand how do you know your be work there be an app for that i have use for a year now grinding_face,2021-12-23 23:24:44+00:00,Argentina,0,0,2,https://twitter.com/EverythingAHWP/status/1474159064435281921,Neutral Sentiment,FALSE,278,dfd24492
ToktokbyRoxie,it be all about beauty and wellness this come panda with jc feature one of our best supplement glutafit,2021-10-31 13:53:23+00:00,Israel,0,0,0,https://twitter.com/ToktokbyRoxie/status/1454808723365326854,Positive Sentiment,FALSE,2,ceafb81e
ledyfas,high quality new lica 2017 polyester patchwork compression vest fitness muscle male t shirt man,2021-12-27 15:21:34+00:00,Argentina,0,0,1,https://twitter.com/ledyfas/status/1475487023708491782,Neutral Sentiment,FALSE,891,420b072c
4hersmartchoice,her med spa offer laser skin tighten and hair removal book juvederm and vaginal rejuvenation book your appointment at the link below or call our office 213 433 3449,2021-12-15 21:19:09+00:00,Argentina,0,0,0,https://twitter.com/4hersmartchoice/status/1471228358914555906,Neutral Sentiment,FALSE,250,5eab8e6e
KPS_Essentials,stock suffer idea our reboot hydration be perfect for when you be on the go for extra boost of hydration red_heart red_heart red_heart red_heart red_heart red_heart,2021-12-21 04:20:01+00:00,Argentina,0,0,0,https://twitter.com/KPS_Essentials/status/1473146214723952641,Positive Sentiment,FALSE,31,237ac6e6
TFancyz,men s classic leather belt,2021-12-27 19:26:28+00:00,Argentina,0,0,0,https://twitter.com/TFancyz/status/1475548656338096131,Neutral Sentiment,FALSE,4,ba022950
Dion_Portraits,photography be truth,2021-12-27 20:11:07+00:00,Argentina,0,0,1,https://twitter.com/Dion_Portraits/status/1475559893159530501,Neutral Sentiment,FALSE,2593,3d3bfe35
RomanPBone1,non cinema pic this woman s hair by bob laundry paris 1944,2021-12-16 08:55:11+00:00,Argentina,1,4,27,https://twitter.com/RomanPBone1/status/1471403520083599369,Neutral Sentiment,FALSE,9038,f51f61fb
BodiMedic,do something wonderful people may imitate it,2021-12-24 11:44:08+00:00,Argentina,0,2,6,https://twitter.com/BodiMedic/status/1474345142500741121,Positive Sentiment,FALSE,1964,7b8a505e
WhiskersIndia,the time when one need to call in the heavy artillery for the face hundred_points eliminate dead skin dirt and oil from the pore and make your face smoother healthier and younger look with whisper walnut she will powder face scrub,2021-12-24 07:18:46+00:00,Argentina,0,0,1,https://twitter.com/WhiskersIndia/status/1474278358351376388,Negative Sentiment,FALSE,601,df43dddd
RayGiftedKeys,oh i think a later say something relieved_face smiling_face_with_sunglasses pitched_fingers_medium dark_skin_tone register ay lipstick jeans georgia,2021-12-08 23:59:15+00:00,Mexico,0,0,0,https://twitter.com/RayGiftedKeys/status/1468731935157415936,Negative Sentiment,FALSE,2113,b7bbf5a8
RuthToddPRVIPRm,this be your 1st look the new uncover skin care line from uncover your inner beauty to look amp feel your best firm smooth south amp protect lk if you want to be the 1st to get your set,2021-10-25 17:26:33+00:00,Argentina,0,1,0,https://twitter.com/RuthToddPRVIPRm/status/1452688043052240896,Positive Sentiment,FALSE,32,45ecf009
WagonVanity,new brand alert speaker_high_volume look who join our wagon introduce spark chemist at play spark here to give you the best of both worlds sincere and science,2021-12-22 08:36:12+00:00,Argentina,1,0,2,https://twitter.com/WagonVanity/status/1473573073316048898,Positive Sentiment,FALSE,167,fb164fb1
blanderic,forever s personal care start look forward to your daily routine with everyday alone essentials from soap and shampoo to toothed and perfume treat your body to a full line of natural products order online at,2021-12-24 19:42:17+00:00,Argentina,0,0,0,https://twitter.com/blanderic/status/1474465472661925892,Positive Sentiment,FALSE,856,0a523219
ClearlyCBD,i know where you can spend your christmas bonus collision flash sale collision 4p 7p est 30 off,2021-12-21 22:17:42+00:00,Argentina,0,1,1,https://twitter.com/ClearlyCBD/status/1473417419922288647,Neutral Sentiment,FALSE,212,114a467e
HaealOnline,rise nourishment with a delightful fragrance there be no better way to love your skin rise enjoy never end love each day with heal motion,2021-10-01 10:45:41+00:00,Argentina,0,0,0,https://twitter.com/HaealOnline/status/1443889853456740353,Positive Sentiment,FALSE,359,cde3b32e
nmitch,moisture lips and discover your unique hue with two feel good lip ball shade which shade be on your must try list pink two_hearts or berry strawberry,2021-12-27 17:22:01+00:00,Argentina,0,0,0,https://twitter.com/nmitch/status/1475517338208268291,Positive Sentiment,FALSE,6657,46983a5c
MBBrown2021,skin care focus what be you over 50s love,2021-10-22 14:32:32+00:00,Mexico,0,0,1,https://twitter.com/MBBrown2021/status/1451557087088099360,Neutral Sentiment,FALSE,123,5a1c61d1
Lookn_TheMirah,a good ole site cute at the table face beat smiling_face_with_hearts spark smoke out soft glam on this beauty two_hearts,2021-11-25 19:51:18+00:00,Argentina,0,0,1,https://twitter.com/Lookn_TheMirah/status/1463958494818799629,Positive Sentiment,FALSE,755,d302a6c5
aecharlebois,ad the smoky electric silicone face rubber be a multi use tool cleanse apply sincere products and message the face purchase on amazon,2021-12-27 23:14:00+00:00,Argentina,0,0,0,https://twitter.com/aecharlebois/status/1475605916909248514,Positive Sentiment,FALSE,8853,432af882
DelicateBeaut_,make 2022 the year you finally nail down the perfect sincere routine ask our team at your next appointment what you should incorporate into your daily routine,2021-12-27 19:00:27+00:00,Argentina,0,0,0,https://twitter.com/DelicateBeaut_/status/1475542107242831872,Positive Sentiment,FALSE,3,e4d8c23a
SHOalilSKINcare,good morning do not forget to put on your onscreen before you start your day love show a little sincere,2021-12-27 17:00:09+00:00,Argentina,0,0,0,https://twitter.com/SHOalilSKINcare/status/1475511832538501125,Positive Sentiment,FALSE,109,b7b7d8fb
herzindagi,make up and groom touch tip by will get you party ready in the most stun way,2021-12-22 18:00:01+00:00,Argentina,0,0,0,https://twitter.com/herzindagi/status/1473714961822138383,Positive Sentiment,TRUE,2021,c988da8d
TraceyHenstock1,i like to have strawberries a few ways in a smooth and in my soap strawberry,2021-12-27 18:25:12+00:00,Argentina,0,0,0,https://twitter.com/TraceyHenstock1/status/1475533235631403013,Neutral Sentiment,FALSE,11,1f8d0e1b
marcosboutique,if you battle breakout the pore perfect breakout banish will be your best friend from teens to adult acne this product will be a big help,2021-12-16 21:34:45+00:00,Argentina,0,0,0,https://twitter.com/marcosboutique/status/1471594671025442820,Positive Sentiment,FALSE,13,1c01812a
hazeltailxo,sasha do not want me to get anything do on the today she would prefer to sit in my lap and get my body plus the warmth from the laptop and have me pet her grinding_cat_with_smiling_eyes,2021-12-27 07:47:09+00:00,Argentina,1,2,13,https://twitter.com/hazeltailxo/status/1475372664914997248,Neutral Sentiment,FALSE,246,c228ba14
banikumagazine,you be foolproof holiday makeup look,2021-12-21 06:04:45+00:00,Argentina,0,1,0,https://twitter.com/banikumagazine/status/1473172568823771136,Positive Sentiment,FALSE,70,146bd79c
tlcnaturals,gorgeous hair begin with tlc natural seed seed seed seed,2021-12-21 17:15:36+00:00,Argentina,0,0,1,https://twitter.com/tlcnaturals/status/1473341395528306688,Positive Sentiment,FALSE,526,0c281309
shelbybellini,my morning skin routine sun,2021-12-22 16:57:04+00:00,Argentina,0,0,0,https://twitter.com/shelbybellini/status/1473699117541081090,Positive Sentiment,FALSE,3,dd308c3f
BekahNoelleWood,complete the makeup look of let oneself go nerd_face teach_without_handle,2021-12-21 15:37:39+00:00,Argentina,0,0,0,https://twitter.com/BekahNoelleWood/status/1473316743930077185,Positive Sentiment,FALSE,16,8eea9e81
allbeautynews,here be to hop dermalogica will be under our tree this year smiling_face_with_heart eye shop now,2021-11-30 12:01:30+00:00,Argentina,2,29,969,https://twitter.com/allbeautynews/status/1465652202584817667,Positive Sentiment,FALSE,16070,3bcf7a2a
Thistles_SC,sincere routine get a little bite complicate it be time for a intervention from the team what do you really truly need plus what you can bin check it out here,2021-12-05 15:12:02+00:00,Argentina,0,0,0,https://twitter.com/Thistles_SC/status/1467512093557596167,Negative Sentiment,FALSE,3551,0911d977
